title,year,topic,probability,custom_label
"Mesoporous silica nanoparticles: Synthesis, functionalization, drug loading and release - A review",2021,11,0.0,Topic 11
Mesoporous Silica with an Alveolar Construction Obtained by Eco-Friendly Treatment of Rice Husks,2024,-1,0.0,Outlier
Mesothelioma and thymic tumors: Treatment challenges in (outside) a network setting,2019,55,0.0,Topic 55
Meta-Accuracy of Very First Impressions: A Mini Review,2021,10,0.003272655286124496,Topic 10
"Meta-Accuracy on the Internet: Initial Tests of Underlying Dimensions, Contributing Factors, and Biases",2022,10,0.0,Topic 10
Meta-analysis of multidecadal biodiversity trends in Europe,2020,0,0.014765354157384308,Topic 0
Metabolic Composition of Methanolic Extract of the Balkan Endemic Species Micromeria frivaldszkyana (Degen) Velen and Its Anti-Inflammatory Effect on Male Wistar Rats,2024,1,5.290014143506391e-07,Topic 1
"Metabolic Disorders Induced by Fructose-drinking Water Affect Angiotensin II-mediated Intestinal Contractility in Male Wistar Rats; [Нарушения обмена веществ, вызванные питьевой водой с фруктозой, влияют на опосредованную ангиотензином II сократимость кишечника у самцов крыс линии Wistar]",2020,-1,0.0,Outlier
Metabolic footprints in phosphate-starved plants,2023,0,3.270272860143408e-07,Topic 0
Metabolic Profiling and Stable Isotope Analysis of Wines: Pilot Study for Cross-Border Authentication,2024,-1,0.0,Outlier
Metabolic profiling of Antarctic yeasts by proton nuclear magnetic resonance-based spectroscopy,2019,-1,0.0,Outlier
Metabolic Profiling of Bulgarian Potato Cultivars,2022,-1,0.0,Outlier
Metabolic profiling of probiotic strain Lactobacillus delbrueckii subsp. bulgaricus L14 cultivated in presence of prebiotic oligosaccharides and polysaccharides in simulating in vitro gastrointestinal tract system,2023,-1,0.0,Outlier
Metabolic Risk in Patients with a Diminished Ovarian Reserve and Premature Ovarian Insufficiency,2024,9,0.004310251032128512,Topic 9
Metabolic syndrome in hospitalized patients with chronic obstructive pulmonary disease,2015,7,0.0,Topic 7
"Metabolic syndrome, circulating RBP4, testosterone, and SHBG predict weight regain at 6 months after weight loss in men",2013,29,3.0545682563082097e-13,Topic 29
Metabolic syndrome: comparison of three diet-induced experimental models,2023,27,0.02524417128615566,Topic 27
Metabolite profile of a mouse model of Charcot-Marie-Tooth type 2D neuropathy: Implications for disease mechanisms and interventions,2016,12,1.0651353072265721e-32,Topic 12
Metabolite Profiling of Conifer Needles: Tracing Pollution and Climate Effects,2023,0,0.00018923302624343009,Topic 0
Metabolite Profiling of Gardenia jasminoides Ellis In Vitro Cultures with Different Levels of Differentiation,2022,0,4.668900359217773e-50,Topic 0
Metabolizable Energy Value of Fat and Meals Obtained from Black Soldier Fly Larvae (Hermetia illucens) for Broiler Chickens,2024,1,2.63244381257278e-07,Topic 1
Metabolome analysis of multi-connected biparental chromosome segment substitution line populations,2018,0,0.0,Topic 0
Metabolome Profiling of Marrubium peregrinum L. and Marrubium friwaldskyanum Boiss Reveals Their Potential as Sources of Plant-Based Pharmaceuticals,2023,1,0.003583423237865538,Topic 1
Metabolomic analysis in ophthalmology,2020,0,0.022030134149759278,Topic 0
Metabolomic Profile of Arthrospira platensis from a Bulgarian Bioreactor—A Potential Opportunity for Inclusion in Dietary Supplements,2024,1,0.0010739920835109685,Topic 1
Metabolomics - The state of art,2010,0,0.011787945745444919,Topic 0
Metabolomics 20 years on: what have we learned and what hurdles remain?,2018,0,0.02037861698014917,Topic 0
Metabolomics and health: from nutritional crops and plant-based pharmaceuticals to profiling of human biofluids,2021,0,0.02132995993267949,Topic 0
Metabolomics in the context of plant natural products research: From sample preparation to metabolite analysis,2020,-1,0.0,Outlier
Metabolomics: towards acceleration of antibacterial plant-based leads discovery,2022,0,0.010899263099280436,Topic 0
"Metabolons, enzyme–enzyme assemblies that mediate substrate channeling, and their roles in plant metabolism",2021,0,6.020614145648402e-05,Topic 0
"Metachronous development of meningothelial meningioma, basal cell carcinoma, and glioblastoma multiforme in a patient with pancreatic incidentaloma",2017,-1,0.0,Outlier
"Metagenomic Analysis of Bacterial, Archaeal and Fungal Diversity in Two-Stage Anaerobic Biodegradation for Production of Hydrogen and Methane from Corn Steep Liquor",2023,36,3.737411646947345e-09,Topic 36
Metagenomic analysis of the microbial community structure in protected wetlands in the Maritza River Basin,2019,-1,0.0,Outlier
Metagenomic Investigation of the Short-Term Temporal and Spatial Dynamics of the Bacterial Microbiome and the Resistome Downstream of a Wastewater Treatment Plant in the Iskar River in Bulgaria,2024,6,0.0017179477601975462,Topic 6
"Metal accumulation in ecto- and endoparasites from the anadromous fish, the Pontic shad (Alosa immaculata)",2022,16,0.0,Topic 16
"Metal accumulation in insects (orthoptera, acrididae) near a copper smelter and copper-flotation factory (pirdop, bulgaria)",2009,16,0.0,Topic 16
"Metal bioaccumulation in common carp and rudd from the Topolnitsa reservoir, Bulgaria",2014,16,0.0,Topic 16
"Metal Content, Fatty Acid and Vitamins in Commercially Available Canned Fish on the Bulgarian Market: Benefit–Risk Ratio Intake",2024,-1,0.0,Outlier
Metal Ion Emission and Corrosion Resistance of 3D-Printed Dental Alloy,2022,4,0.001174194219370499,Topic 4
Metal oxide nanoparticles as biomedical materials,2020,11,0.002829844355097645,Topic 11
"Metal Zn(II), Cu(II), Ni (II) complexes of ursodeoxycholic acid as putative anticancer agents",2014,-1,0.0,Outlier
Metal-Assisted Complexation of Fluorogenic Dyes by Cucurbit[7]uril and Cucurbit[8]uril: A DFT Evaluation of the Key Factors Governing the Host–Guest Recognition,2023,-1,0.0,Outlier
Metals and kidney markers in adult offspring of endemic nephropathy patients and controls: A two-year follow-up study,2008,-1,0.0,Outlier
"Metamizole (dipyrone)–cytotoxic and antiproliferative effects on HeLa, HT-29 and MCF-7 cancer cell lines",2018,-1,0.0,Outlier
"Metamizole: A review profile of a well-known ""forgotten"" drug. Part I: Pharmaceutical and nonclinical profile",2012,-1,0.0,Outlier
"Metamizole: A review profile of a well-known ""forgotten"" drug. part ii: Clinical profile",2013,-1,0.0,Outlier
Metanephrine and Normetanephrine Urine Excretion in Patients with PCOS,2022,9,0.004301274878000788,Topic 9
Metaphor as a means of creating a humorous effect in Bulgarian media texts,2021,-1,0.0,Outlier
"Meteorin-like Protein and Zonulin in Polycystic Ovary Syndrome: Exploring Associations with Obesity, Metabolic Parameters, and Inflammation",2024,9,0.004312648491460839,Topic 9
"Meteorological conditions, climate change, new emerging factors, and asthma and related allergic disorders. A statement of the World Allergy Organization",2015,46,0.004615018088186505,Topic 46
Metformin-associated maternal and neonatal outcomes in women with gestational diabetes — a retrospective cohort study,2024,-1,0.0,Outlier
"Methamphetamine (MA) use and MA-induced psychosis are associated with increasing aberrations in the compensatory immunoregulatory system, interleukin-1α, and CCL5 levels",2023,39,0.0,Topic 39
Methanol and chloroform extracts from Lamium album L. Affect cell properties of A549 cancer lung cell line,2014,1,2.427411373636235e-19,Topic 1
Methodology and Experimental Protocol for Fatigue Analysis in Suggestopedia Teachers,2024,-1,0.0,Outlier
Methodology and implementation of the WHO European Childhood Obesity Surveillance Initiative (COSI),2021,24,6.683557611952466e-07,Topic 24
Methodology of the health economic evaluation of the Feel4Diabetes-study,2020,-1,0.0,Outlier
Methods and Techniques for Increasing the Safety and Efficacy of Pulmonary Vein Isolation in Patients with Atrial Fibrillation; [Методы и технологии повышения безопасности и эффективности изоляции лёгочных вен у больных фибрилляцией предсердий],2023,2,0.005818746420578038,Topic 2
Methods for assessment of microcirculation,2021,-1,0.0,Outlier
Methods for diagnosing bile acid malabsorption: a systematic review,2019,-1,0.0,Outlier
Methods for Ultrasound Screening of Cardiovascular Diseases in Type 2 Diabetic Patients,2018,-1,0.0,Outlier
Methods of increasing productivity of material layerwise synthesis based on melting wire filler by electric arc in vacuum,2018,4,0.0025214873435457663,Topic 4
METHODS OF SECURING CHEMICAL KNOWLEDGE AND RECOMMENDATIONS FOR INTERNATIONAL INSTITUTIONS TO ENHANCE CHEMICAL RESEARCH INTEGRITY,2024,-1,0.0,Outlier
Methods to improve molecular detection of salmonella in complex herbal matrices containing inhibitors,2021,6,0.00425734935070652,Topic 6
"Methyl N-methylanthranilate: major compound in the defensive secretion of Typhloiulus orpheus (Diplopoda, Julida)",2017,1,3.719995050774843e-64,Topic 1
Methylmethane sulfonate increases the level of superoxide anions in yeast cells,2009,-1,0.0,Outlier
Metopic skull with occipitalisation of the atlas,2023,-1,0.0,Outlier
MFN2 mutation distribution and genotype/phenotype correlation in Charcot-Marie-Tooth type 2,2006,12,0.0,Topic 12
MHC class II binding predictionA little help from a friend,2010,-1,0.0,Outlier
Micellar curcumin improves the antibacterial activity of the alkylphosphocholines erufosine and miltefosine against pathogenic Staphyloccocus aureus strains,2019,-1,0.0,Outlier
Micellar Curcumin Substantially Increases the Antineoplastic Activity of the Alkylphosphocholine Erufosine against TWIST1 Positive Cutaneous T Cell Lymphoma Cell Lines,2022,-1,0.0,Outlier
Micellar Form of a Ferrocene-Containing Camphor Sulfonamide with Improved Aqueous Solubility and Tumor Curing Potential,2023,11,5.3184036192012255e-05,Topic 11
Micellar propolis nanoformulation of high antioxidant and hepatoprotective activity,2019,11,3.701447834251124e-05,Topic 11
Micellar solubilization of poorly water-soluble drugs: effect of surfactant and solubilizate molecular structure,2018,11,1.409244716203221e-06,Topic 11
Micro - Focused phototherapy associated to janus kinase inhibitor: A promising valid therapeutic option for patients with localized vitiligo,2018,-1,0.0,Outlier
Micro and macro analysis on the burden of COPD hospitalizations on the Bulgarian healthcare system,2019,7,3.655209622959447e-29,Topic 7
Micro RNA HSA-486-3P gene expression profiling in the whole blood of patients with autism,2012,49,0.0033836518346137966,Topic 49
Micro RNAs—The Small Big Players in Hepatitis E Virus Infection: A Comprehensive Review,2022,5,0.012969801949300704,Topic 5
Micro- and Nanosized Carriers for Nose-to-Brain Drug Delivery in Neurodegenerative Disorders,2022,11,0.0,Topic 11
Micro-computed tomography (micro-CT) evaluation of root canal morphology in immature maxillary third molars,2024,4,2.011404916209033e-08,Topic 4
Micro-CT assessment of sealant penetration in different types of fissures in primary molars,2025,4,0.0,Topic 4
Micro-macro link in rheology of erythrocyte and vesicle suspensions,2008,60,0.01078546438512275,Topic 60
Micro-macro transition for numerical simulation of submerged membrane bioreactor,2020,-1,0.0,Outlier
Micro-morphology of Achillea clypeolata: Contribution to the pharmacognostical profile,2012,1,0.0003982626503283666,Topic 1
Micro-RNA-204 Participates in TMPRSS2/ERG Regulation and Androgen Receptor Reprogramming in Prostate Cancer,2017,49,0.0,Topic 49
Microalgae Improve the Photosynthetic Performance of Rice Seedlings (Oryza sativa L.) under Physiological Conditions and Cadmium Stress,2022,0,0.017552504863814038,Topic 0
"Microbial Community Composition of the Antarctic Ecosystems: Review of the Bacteria, Fungi, and Archaea Identified through an NGS-Based Metagenomics Approach",2022,-1,0.0,Outlier
Microbial community development of biofilm in Amaranth decolourization technology analysed by FISH,2014,36,1.3732478872790966e-08,Topic 36
Microbial Conversion of Inulin to Valuable Products: The Biorefinery Concept,2024,-1,0.0,Outlier
Microbial Detoxification of Residual Pesticides in Fermented Foods: Current Status and Prospects,2023,18,0.0020143639476901216,Topic 18
Microbial diversity and health-promoting properties of the traditional Bulgarian yogurt,2018,18,0.004510575106517424,Topic 18
Microbial diversity in heavy-metal polluted waters,2005,-1,0.0,Outlier
Microbial fuel cell as a free-radical scavenging tool,2017,36,0.0,Topic 36
Microbial Pathogens in Aquaponics Potentially Hazardous for Human Health,2023,-1,0.0,Outlier
Microbial polysaccharides: An emerging family of natural biomaterials for cancer therapy and diagnostics,2022,11,0.0028962192496169545,Topic 11
"Microbial Preparations (Probiotics) for the Prevention of Clostridium difficile Infection in Adults and Children: An Individual Patient Data Meta-analysis of 6,851 Participants",2018,6,0.003382454358769722,Topic 6
Microbial response to accidental organic pollution in selected part of iskar river,2009,16,0.0003862403598496157,Topic 16
Microbial structure and functions of biofilm during wastewater treatment in the dairy industry,2013,36,0.0,Topic 36
Microbial systematics and taxonomy: Relevance for a microbial commons,2010,-1,0.0,Outlier
Microbiological characterization of Streptococcus pneumoniae and non-typeable Haemophilus influenzae isolates as primary causes of acute otitis media in Bulgarian children before the introduction of conjugate vaccines,2013,6,1.5508682750787647e-61,Topic 6
Microbiological diagnostics of bloodstream infections in Europe—an ESGBIES survey,2019,6,7.936552803238171e-16,Topic 6
Microbiological features of upper respiratory tract infections in bulgarian children for the period 1998-2014,2016,6,0.0,Topic 6
Microbiological quality of probiotic dietary supplements,2019,18,0.0,Topic 18
Microbiological testing of adults hospitalised with community-acquired pneumonia: An international study,2018,6,0.0,Topic 6
Microbiology in the era of artificial intelligence: transforming medical and pharmaceutical microbiology,2024,83,0.0,Topic 83
Microbiology of periodontal diseases. A review,2013,4,0.003828147324862855,Topic 4
Microbiome and Genetic Factors in the Pathogenesis of Liver Diseases,2023,45,0.0,Topic 45
Microbiome and Probiotics in Acne Vulgaris—A Narrative Review,2022,13,0.00801346102031044,Topic 13
Microcirculatory Changes as a Hallmark of Aging in the Heart and Kidney; [Cambios Microcirculatorios como Sello Distintivo del Envejecimiento en el Corazón y Riñón],2023,-1,0.0,Outlier
Microglia as potential regulators of empathy and prosocial behavior-A hypothesis,2016,39,0.0,Topic 39
MicroInspector: A web tool for detection of miRNA binding sites in an RNA sequence,2005,49,0.0,Topic 49
Micromorphology and Analysis of Dentin Surfaces after Preparation with Er:YAG Laser and Application of Self-Etch Adhesive System with 10-MDP. A Confocal Laser Scanning Microscope Study; [Микроморфология и анализ поверхности дентина после препарирования Er:YAG лазером и нанесения самопротравливающей адгезивной системы с 10-MDP. Исследование с применением конфокального лазерного сканирующего микроскопа],2023,4,0.0,Topic 4
Micronucleus test from free living rodents as a biomarker for environmental stress in situ,2010,-1,0.0,Outlier
Micronutrient deficiencies in children with autism spectrum disorders compared to typically developing children – A scoping review,2024,79,0.0,Topic 79
Microorganisms in vacuum stored flower bee pollen,2016,43,0.0013171031634494383,Topic 43
Microplate screening assay for the detection of arsenite-oxidizing and arsenate-reducing bacteria,2004,-1,0.0,Outlier
"MicroRNA dysregulation in myelodysplastic syndromes: implications for diagnosis, prognosis, and therapeutic response",2024,49,0.0,Topic 49
MicroRNA Profiling in Patients with Upper Tract Urothelial Carcinoma Associated with Balkan Endemic Nephropathy,2016,-1,0.0,Outlier
Microrna-mediated metabolic reprograming in renal cancer,2019,49,2.126855785667179e-30,Topic 49
MicroRNAs (miRNAs) and Long Non-Coding RNAs (lncRNAs) as New Tools for Cancer Therapy: First Steps from Bench to Bedside,2020,49,0.0,Topic 49
MicroRNAs potentially targeting DDR-related genes are differentially expressed upon exposure to γ-rays during seed germination in wheat,2024,0,1.9340038616588078e-05,Topic 0
Microsatellite analysis to estimate genetic relationships among five bulgarian sheep breeds,2010,0,2.421562800027855e-05,Topic 0
Microsatellite DNA polymorphism in selectively controlled Apis mellifera carnica and Apis mellifera caucasica populations from Poland,2015,0,4.235940589472554e-08,Topic 0
Microsatellite linkage map based on f2 population from bulgarian grapevine cultivar storgozia,2009,0,3.369103504707911e-15,Topic 0
Microsatellite markers for characterization of grape genetic resources and identification of qtls for important agronomical traits,2005,0,4.701184823536126e-09,Topic 0
Microsatellite unstable colorectal cancers are associated with increased CD1a- and CD83-positive dendritic cell infiltration,2023,59,0.0,Topic 59
Microsatellite variation in genomic regions responsible for agro-ecological adaptation of wheat,2009,0,7.97381936910852e-07,Topic 0
"Microscopic investigations (LM, TEM and SEM) and identification of Chlorella isolate R-06/2 from extreme habitat in Bulgaria with a strong biological activity and resistance to environmental stress factors",2015,-1,0.0,Outlier
Microscopic Study of Cultural and Diffusion Kinetics of the Effects of a Prototype Extracellular Matrix on the Photodynamic Therapy of Periopathogenic Bacteria – A Pilot Study; [Микроскопическое исследование культуральной и диффузионной кинетики воздействия прототипа внеклеточного матрикса на фотодинамическую терапию периопатогенных бактерий – пилотное исследование],2023,-1,0.0,Outlier
Microstructural investigations of carbon foams derived from modified coal-tar pitch,2016,21,3.6338681967455083e-12,Topic 21
"MICROSTRUCTURE AND MECHANICAL PROPERTIES OF 3D-PRINTED DENTAL Co-Cr ALLOYS, PRODUCED BY SELECTIVE LASER MELTING",2023,4,0.00017620543348205396,Topic 4
MicroTom Metabolic Network: Rewiring Tomato Metabolic Regulatory Network throughout the Growth Cycle,2020,0,0.0,Topic 0
Microtubule dynamics in living root hairs: Transient slowing by lipochitin oligosaccharide nodulation signals,2005,0,0.0028767656392916716,Topic 0
Microtubule dynamics in plants,2005,0,2.997173328566933e-05,Topic 0
Microvascular and cardiovascular outcomes according to renal function in patients treated with once-weekly exenatide: Insights from the EXSCEL trial,2020,38,0.0014517658076890153,Topic 38
MICROVASCULAR ANGINA – TERAPEUTIC CHALLENGE. ANALISIS OF MEDICAL TREATMENT OPTIONS AND A CLINICAL CASE,2020,2,3.9901474200282276e-07,Topic 2
Microwave-assisted extraction of phenolic compounds from spent coffee grounds. Process optimization applying design of experiments,2021,1,3.740586266335555e-26,Topic 1
Microwave-assisted organic synthesis of pyrroles (Review),2024,62,0.0,Topic 62
"Microwave-assisted synthesis of lactose acetates with antimicrobial, cytotoxic, and antiviral properties",2022,18,0.004465155908903462,Topic 18
"Midnight salivary cortisol, measured by highly sensitive electrochemiluminescence immunoassay, for the diagnosis of Cushing's syndrome",2009,32,0.0,Topic 32
Midshaft clavicular fractures - Osteosynthesis with minimally invasive technique,2016,66,0.00010199992348061903,Topic 66
MIDVENTRICULAR VARIANT OF TAKOTSUBO SYNDROME IN A PATIENT WITH THREATENING STATUS EPILEPTICUS FROM SIMPLE MOTOR SEIZURES,2022,-1,0.0,Outlier
Migrant workers occupational health research: an OMEGA-NET working group position paper,2022,-1,0.0,Outlier
Migration of Bare-Metal Stent Placed in the Right Iliac Vein Into the Right Pulmonary Artery,2020,2,4.7213465465538355e-175,Topic 2
Mild exacerbation of obesity- and age-dependent liver disease progression by senolytic cocktail dasatinib + quercetin,2021,45,2.0817362042700044e-06,Topic 45
Mild to moderate clinical course of COVID-19 infection in patients with common variable immune deficiency,2022,3,3.298135364835274e-05,Topic 3
Milking the Alternatives: Understanding Coffee Consumers’ Preferences for Non-Dairy Milk,2024,24,0.0030852976856325827,Topic 24
"Mineral Profile, Antioxidant, Anti-Inflammatory, Antibacterial, Anti-Urease and Anti-α-Amylase Activities of the Unripe Fruit Extracts of Pistacia atlantica",2023,1,5.9112200628230025e-33,Topic 1
Mini-enthesitis can differentiate rheumatoid arthritis from psoriatic arthritis: A comprehensive comparative ultrasound study of the joints and mini-entheses of the hands,2025,8,1.9716271254272366e-06,Topic 8
Minimal hepatic encephalopathy: Characteristics and comparison of the main diagnostic modalities,2024,35,0.0,Topic 35
Minimal information for studies of extracellular vesicles (MISEV2023): From basic to advanced approaches,2024,45,0.0,Topic 45
Minimal processing technologies for production and preservation of tailor-made foods,2023,1,0.0,Topic 1
Minimally Invasive Extraction System Benex—Clinical Evaluation and Comparison,2024,4,0.004836772789744746,Topic 4
Minimally Invasive Extractions with Physics Forceps – Clinical Evaluation and Comparison; [Минимально инвазивное удаление с помощью физических щипцов – клиническая оценка и сравнение],2024,4,0.00019912085295282315,Topic 4
Minimally invasive interventional approaches for treatment of facet joint syndrome,2020,8,0.0,Topic 8
Minimally Invasive Management of Cystic Adventitial Disease in the Popliteal Artery: A Case Report and Review,2025,2,0.0,Topic 2
Minimally Invasive Radiofrequency Ablation for Large Thyroid Toxic Adenoma,2019,-1,0.0,Outlier
Minimally Invasive Supraumbilical Approach for Pyloromyotomy,2019,-1,0.0,Outlier
Minimally Invasive Transpedicular Screw Fixation: Review of 152 Cases in a Single InstitutionSteep or Shallow Learning Curve?,2021,8,0.0,Topic 8
Minimally invasive treatment of a life threatening ruptured thoracic aortic aneurysm,2016,2,1.7938859023178903e-31,Topic 2
Minimally invasive treatment of dental caries in primary teeth using an Er:YAG laser,2014,4,1.0469409281107663e-05,Topic 4
Minimally Invasive versus Conventional Approaches in Total Hip Arthroplasty: A Systematic Review and Meta-Analysis of 47 Randomized Controlled Trials,2023,-1,0.0,Outlier
Minimising radiation exposure to the surgeon in minimally invasive spine surgeries: A systematic review of 15 studies,2021,8,1.4730564485965276e-26,Topic 8
Mining comorbidity patterns using retrospective analysis of big collection of outpatient records,2017,83,1.5427370129637818e-12,Topic 83
MiniQEEG and Neurofeedback in Diagnosis and Treatment of COVID-19-Related Panic Attacks: A Case Report,2022,57,0.0,Topic 57
MiR-15a reconstitution in prostate cancer cell line suppresses cancer progression through down regulation of MYB and androgen receptor upregulation,2015,49,0.0,Topic 49
Mirgalaxy: Galaxy‐based framework for interactive analysis of microrna and isomir sequencing data,2021,49,7.291841533546618e-08,Topic 49
MiRNA and LncRNA as Potential Biomarkers in Triple-Negative Breast Cancer: A Review,2020,49,0.0,Topic 49
MiRNA expression profiling in adenocarcinoma and squamous cell lung carcinoma reveals both common and specific deregulated microRNAs,2022,49,0.0,Topic 49
miRNAs and related genetic biomarkers according to the WHO glioma classification: From diagnosis to future therapeutic targets,2024,-1,0.0,Outlier
miRNAs in Lymphocytic Leukaemias—The miRror of Drug Resistance,2022,49,0.0,Topic 49
MISATTRIBUTION OF EMOTIONAL OVER-AROUSAL TO NEUTRAL FACES IN ACUTE PARANOID SCHIZOPHRENIA PSYCHOSIS,2023,35,0.0,Topic 35
Mitochondrial activity and biogenesis during resurrection of Haberlea rhodopensis,2022,0,0.003545614426534432,Topic 0
Mitochondrial diversity of Bulgarian native dogs suggests dual phylogenetic origin,2018,0,0.018303507109646948,Topic 0
Mitochondrial DNA haplotype analysis of liver fluke in bison from bialowieza primaeval forest indicates domestic cattle as the likely source of infection,2013,0,7.060538418190066e-15,Topic 0
Mitochondrial DNA mutations in two Bulgarian children with autistic spectrum disorders,2012,27,0.0035542713522607786,Topic 27
MITOCHONDRIAL DYSFUNCTION AND BIOLOGICAL THERAPY: A NEW LOOK AT RHEUMATOID ARTHRITIS,2022,82,0.0,Topic 82
"Mitochondrial dysfunction and redox imbalance as a diagnostic marker of ""free radical diseases""",2017,51,0.0,Topic 51
Mitochondrial Mutations in Cardiovascular Diseases: Preliminary Findings,2024,-1,0.0,Outlier
Mitral annular systolic velocity as a marker of preclinical systolic dysfunction among patients with arterial hypertension,2012,2,0.008303730116660649,Topic 2
Mitral valve replacement in a 3.9-kg infant with fungal endocarditis: A case report; [Fungal endokarditli 3.9 kg’lik bir yenidoğanda mitral kapak replasmanı: Olgu sunumu],2022,2,1.2989528553763211e-16,Topic 2
Mitral valve restoration using the No-React(R) MitroFix™: a novel concept,2012,2,1.8377299877090667e-13,Topic 2
Mixed double-embryo transfer: A promising approach for patients with repeated implantation failure,2017,9,0.0019077223863610863,Topic 9
Mixed Eccrine Cutaneous Tumor with Folliculo–Sebaceous Differentiation: Case Report and Literature Review,2023,14,0.003280264535452968,Topic 14
Mladen Nikolov - the First Bulgarian Psychoanalyst,2023,10,0.003117911009812061,Topic 10
MLPA in the initial genetic screening of patients with acute myeloid leukemia,2024,31,0.0,Topic 31
MMP12 -82 A>G promoter polymorphism in bronchial asthma in a population of central Bulgaria,2018,7,3.78773210464988e-10,Topic 7
Mobilization and Stimulation of Neuromuscular Tissue (MASONT) for Stroke Survivors,2018,-1,0.0,Outlier
Mobilizing governments and society to combat obesity: Reflections on how data from the WHO European Childhood Obesity Surveillance Initiative are helping to drive policy progress,2021,24,7.16064322346159e-07,Topic 24
Modal karyotype of continuous cell line A2058 (human metastatic melanoma) and its evolution in culture,2001,0,8.743663402685512e-35,Topic 0
Model for assessing achievements of students in the academic discipline of swimming,2016,26,0.0,Topic 26
Model Identification of E. coli Cultivation Process Applying Hybrid Crow Search Algorithm,2024,-1,0.0,Outlier
Model of Close Packing for Determination of the Major Characteristics of the Liquid Dispersions Components,2014,-1,0.0,Outlier
Model of micro-metastases of breast cancer cells in ovarian tissue: Cryopreservation of ZR-75-1 and MDA-MB-231 cells with increased speed of warming increases malignancy,2024,9,0.0008364217986803323,Topic 9
"Model study of ATP and ADP buffering, transport of Ca2+ and Mg2+, and regulation of ion pumps in ventricular myocyte",2001,58,0.0,Topic 58
Model-assisted identification of metabolic engineering strategies for Jatropha curcas lipid pathways,2020,0,0.0,Topic 0
Model-based control strategies for anaerobic digestion processes,2019,-1,0.0,Outlier
Modeling and use of inter-criteria decision analysis for selecting growth rate models for batch cultivation of yeast kluyveromyces marxianus var. Lactis mc 5,2021,-1,0.0,Outlier
Modeling Driver Behavior in Road Traffic Simulation,2022,-1,0.0,Outlier
Modeling neck mobility in fossil turtles,2015,0,0.0132758737169237,Topic 0
Modeling of Measuring Transducers for Relay Protection Systems of Electrical Installations,2025,64,1.2597363610214054e-05,Topic 64
Modeling of the process of kneading the yeast dough by cam operating elements,2019,1,6.62103781396499e-07,Topic 1
Modeling Peptide–Protein Interactions by a Logo-Based Method: Application in Peptide–HLA Binding Predictions,2024,-1,0.0,Outlier
"Modeling Sexual Differences of Body Size Variation in Ground Beetles in Geographical Gradients: A Case Study of Pterostichus melanarius (Illiger, 1798) (Coleoptera, Carabidae)",2022,0,0.0011629028085498603,Topic 0
Modeling the Pharmacotherapy Cost and Outcomes of Primary Open-Angle Glaucoma With Dry Eye,2019,17,0.0,Topic 17
Modeling β-Adrenergic Control of Cardiac Myocyte Contractility in Silico,2003,58,0.0,Topic 58
MODELLING A SYSTEM FOR „DISINFECTION-UTILIZATION“ OF SLUDGES FROM A PURIFICATION PLANT FOR WASTE WATERS,2023,-1,0.0,Outlier
Modelling and fuzzy-decision-making of batch cultivation of Saccharomyces cerevisiae using different mixing systems,2014,-1,0.0,Outlier
Modelling and Multi-Criteria decision making for selection of specific growth rate models of batch cultivation by Saccharomyces cerevisiae yeast for ethanol production,2019,-1,0.0,Outlier
Modelling digital health data: The ExaMode ontology for computational pathology,2023,83,0.0,Topic 83
Modelling of a hall effect-based current sensor with an open core magnetic concentrator,2018,-1,0.0,Outlier
Modelling of biogas production from glycerol by anaerobic process in a baffled multi-stage digestor,2012,-1,0.0,Outlier
Modelling of increased homocysteine in ischaemic stroke: Post-hoc cross-sectional matched case-control analysis in young patients,2007,-1,0.0,Outlier
Modelling of risk effect of mercury on nutrient transformation in lake sediments,2014,16,0.0004256668585648962,Topic 16
Modelling the distribution of lasers in biological tissues,2018,4,0.003194242730620507,Topic 4
Modelling the Impact of NETosis During the Initial Stage of Systemic Lupus Erythematosus,2024,25,0.0,Topic 25
Models of breast lesions based on three-dimensional X-ray breast images,2019,-1,0.0,Outlier
MODELS OF ETHICAL DECISION MAKING IN THE FIELD OF HEALTHCARE SERVICES - A LITERATURE REVIEW,2024,67,0.0,Topic 67
Modern Diagnostic Methods for Early Assessment of the Abdominal Involvement in Schönlein-Henoch Disease; [Современные методы диагностики для ранней оценки поражения органов брюшной полости при болезни Шенлейна-Геноха],2024,-1,0.0,Outlier
Modern Management of Cardiometabolic Continuum: From Overweight/Obesity to Prediabetes/Type 2 Diabetes Mellitus. Recommendations from the Eastern and Southern Europe Diabetes and Obesity Expert Group,2024,23,0.021235142150260396,Topic 23
Modes-of-action related to repeated dose toxicity: Tissue-specific biological roles of PPAR γ ligand-dependent dysregulation in nonalcoholic fatty liver disease,2014,42,3.3494255984822856e-07,Topic 42
Modifications in Electrocardiographic and Vectordardiographic Morphological Parameters in Elderly Males as Result of Cardiovascular Diseases and Diabetes Mellitus,2022,-1,0.0,Outlier
Modified fluid gelatin 4% for perioperative volume replacement in pediatric patients (GPS): Results of a European prospective noninterventional multicenter study,2022,-1,0.0,Outlier
Modified Hemocyanins from Rapana thomasiana and Helix aspersa Exhibit Strong Antitumor Activity in the B16F10 Mouse Melanoma Model,2024,61,1.7689123033854635e-28,Topic 61
Modular and functionally-different descending recto-anal motor pathways in a rat model,2011,58,3.6783241523512115e-09,Topic 58
