title,year,topic,probability,custom_label
Economic evaluation of different screening alternatives for patients with clinically suspected acute deep vein thrombosis,2013,6,0.0029403340042265936,Topic 6
"The Prevalence and Genetic Characterization of Human Metapneumovirus in Bulgaria, 2016-2019",2021,2,0.006717999805707299,Topic 2
THYROID METASTASIS OF A SQUAMOUS CELL CARCINOMA OF THE TONGUE - A RARE CASE REPORT,2021,49,0.0,Topic 49
EARLY AND CONTINUED MANUAL STIMULATION IS REQUIRED FOR LONG-TERM RECOVERY AFTER FACIAL NERVE INJURY,2018,-1,0.0,Outlier
SENSITIZING POTENTIAL OF TEMPORARY FILLING MATERIALS,2024,81,0.0,Topic 81
Caries inhibition with CO2-laser during orthodontic treatment: a study protocol for a randomized split-mouth controlled clinical trial,2022,0,1.4701189327380925e-26,Topic 0
The Moral Dilemma of Euthanasia Through the Eyes of the Medical Society in Bulgaria,2023,15,0.0016753436684660671,Topic 15
Telehealth in Times of COVID-19: Spotlight on Austria,2021,-1,0.0,Outlier
MUSCULOSKELETAL DISORDERS AND ASSOCIATED WORKPLACE RISK FACTORS IN HIGHER EDUCATION EMPLOYEES,2021,-1,0.0,Outlier
ONCOLOGY REHABILITATION - AN ALTERNATIVE TO BREAST CANCER TREATMENT,2020,-1,0.0,Outlier
Right Ventricular Outflow Tract Reconstruction in Truncus Arteriosus: A 30-Year Two-Center Comparison between Homografts and Bovine Jugular Vein,2023,8,2.3278166645169276e-77,Topic 8
COMPARATIVE SIMULATION TESTINGWITH FUNCTIONAL LOADING OF TWO DENTURE FRAMEWORK MATERIALS - A PILOT STUDY,2022,0,0.0,Topic 0
Surgical management of giant skin tumor - A case report,2024,-1,0.0,Outlier
Unilateral presentation of pseudo-Kaposi's acroangiodermatitis - a diagnostic and therapeutic challenge,2012,4,0.006427944565455087,Topic 4
Interventional Treatment of Malignant Biliary Obstruction: Is It Time to Change the Paradigm?,2024,5,0.0,Topic 5
Lifetime bipolar disorder comorbidity and related clinical characteristics in patients with primary obsessive compulsive disorder: a report from the International College of Obsessive-Compulsive Spectrum Disorders (ICOCS),2020,-1,0.0,Outlier
"First detected OXA-50 carbapenem-resistant clinical isolates Pseudomonas aeruginosa from Bulgaria and interplay between the expression of main efflux pumps, OprD and intrinsic AmpC",2019,3,0.0,Topic 3
"THE EPIDEMIOLOGICAL AND CLINICAL STUDY OF PATIENTS WITH CLOSTRIDIUM DIFFICILE ENTEROCOLITIS IN VARNA, BULGARIA",2022,3,0.00459814598081006,Topic 3
Diagnostic value of 18F-fluorodeoxyglucose positron emission tomography/computed tomography over conventional imaging studies to detect malignant lesions in staging and restaging after radically treated primary and recurrent locoregional cutaneous melanoma,2023,49,0.0,Topic 49
"Digital morphology network for effective teaching of cytology, histology and histopathology for medical and biology curriculum. VM3.0 Erasmus+ project",2024,-1,0.0,Outlier
Real-world effectiveness of fingolimod in patients with multiple sclerosis in Bulgaria,2023,65,0.0,Topic 65
Surgical treatment for common hepatic aneurysm. Original one-step technique,2020,5,9.011084425939482e-206,Topic 5
Self-Perceived Sources of Stress and Burnout Determinants in Dentistry-A Systematic Review,2023,0,7.021915804122988e-22,Topic 0
Unusual Complication of Hemodialysis Cuffed Catheter Tunnel Infection and Unconventional Therapeutical Decision: A Report of Two Cases,2018,3,0.003672622165589171,Topic 3
Genetic diversity of influenza A viruses circulating in Bulgaria during the 2018-2019 winter season,2020,-1,0.0,Outlier
Protective role of S-Adenosylmethionine against fructose-induced oxidative damage in obesity,2017,-1,0.0,Outlier
Cholangioscopy-Assisted Laser Lithotripsy for Treatment of Postcholecystectomy Mirizzi Syndrome: Case Series,2023,5,0.0,Topic 5
CLINICAL TREATMENT APPROACH OF A CHILD WITH MOLAR INCISOR HYPOMINERALIZATION (MIH) COMBINED WITH MALOCCLUSION,2012,0,1.605478585908436e-16,Topic 0
Mucous membrane pemphigoid-a report of four cases,2023,4,0.0,Topic 4
COLONIZATION OF CANDIDA SPP. IN PATIENTS TREATED WITH PARTIAL DENTURES THERMOSENS,2024,0,0.00514706086420098,Topic 0
Effectiveness of High Intensity Laser Therapy for Reduction of Pain in Knee Osteoarthritis,2016,-1,0.0,Outlier
Ovarian Carcinosarcoma with Retroperitoneal Para-Aortic Lymph Node Dissemination Followed by an Unusual Postoperative Complication: A Case Report with a Brief Literature Review,2020,22,1.0661086588892617e-12,Topic 22
CONTINUOUS HOLTER MONITORING OF PATIENTS WITH CARDIOVASCULAR DISEASES IN ORAL SURGERY,2011,0,0.004513991617098406,Topic 0
Clinical Outcomes of EUS-Guided Choledochoduodenostomy for Biliary Drainage in Unresectable Pancreatic Cancer: A Case Series,2023,5,0.0,Topic 5
PAPILLARY MICROCARCINOMA OF THE THYROID GLAND - DOES SIZE MATTER?,2023,-1,0.0,Outlier
Comparative analysis of main clinical features in melanoma patients with and without sentinel lymph nose biopsy,2022,-1,0.0,Outlier
Occlusal Indicators Used in Dental Practice: A Survey Study,2021,0,1.2005403826232677e-07,Topic 0
SURGICAL UNCOVERING AND STIMULATION OF PHYSIOLOGICAL ERUPTION OF PALATALLY IMPACTED MAXILLARY CANINES: CASE REPORTS,2011,0,6.288380997896145e-68,Topic 0
Comparison between thrombophilic gene polymorphisms among high risk patients,2020,-1,0.0,Outlier
Comparative Study Qualitative and Quantitative Techniques in the Study of Occlusion,2021,0,4.583883329981573e-16,Topic 0
Doppler Parameters of Hepatic and Renal Hemodynamics in Patients with Liver Cirrhosis,2012,6,0.00354547477598127,Topic 6
Melatonin attenuates oxidative stress and modulates inflammatory response after experimental burn trauma,2018,-1,0.0,Outlier
Main risk factors for local recurrence in patients with cutaneous melanoma - single center study,2025,-1,0.0,Outlier
MORPHOLOGICAL CHANGES IN THE PROPRIOCEPTORS OF HUMAN ANTERIOR CRUCIATE LIGAMENT DURING DEGENERATIVE OSTEOARTHRITIS,2019,-1,0.0,Outlier
Developing a Severity Classification of Complicated Intra-Abdominal Infections,2024,-1,0.0,Outlier
COVID-19 Vaccination in Autoimmune Diseases (COVAD) study: Vaccine safety in idiopathic inflammatory myopathies,2022,2,0.00649019276742512,Topic 2
Ruptures of trachea and bronchi diagnosed by virtual bronchoscopy with multidetector computed tomography and fiberoptic bronchoscopy - advantages and shortcomings of methods,2020,-1,0.0,Outlier
Pneumonia and in-hospital mortality after renal transplantation,2017,6,0.0,Topic 6
Cost effectiveness analysis associated to the treatment of primary open-angle glaucoma according to disease severity,2022,27,0.0,Topic 27
"The impact of age, gender, acuteness, and etiology on short-term clinical outcome in patients with subdural hematomas - international dual-center study",2018,-1,0.0,Outlier
Motivation and job satisfaction among hospital nurses in Bulgaria - a cross-sectional study,2022,15,1.2536888585901713e-05,Topic 15
Hair transplant - initial experience with semiautomated extraction and preservation in follicular unit extraction,2024,-1,0.0,Outlier
Quality standards in respiratory real-life effectiveness research: the REal Life EVidence AssessmeNt Tool (RELEVANT): report from the Respiratory Effectiveness GroupEuropean Academy of Allergy and Clinical Immunology Task Force,2019,11,0.0,Topic 11
Factors that influence access to mental health services in South-Eastern Europe,2018,25,0.0,Topic 25
A novel panel of clinically relevant miRNAs signature accurately differentiates oral cancer from normal mucosa,2022,35,0.0,Topic 35
"Treatment patterns, adherence to international guidelines, and financial mechanisms of the market access of advanced breast cancer therapy in Bulgaria",2023,68,0.0,Topic 68
Prevalence and management of hypertension in Turner syndrome: data from the International Turner Syndrome (I-TS) registry,2025,54,0.0,Topic 54
"Consensus building on definitions and types of child maltreatment to improve recording and surveillance in Europe: protocol for a multi-sectoral, European, electronic Delphi study",2023,-1,0.0,Outlier
Impact of European Union Label Changes for Fluoroquinolone-Containing Medicinal Products for Systemic and Inhalation Use: Post-Referral Prescribing Trends,2023,13,0.0,Topic 13
Complement Inhibition in Paroxysmal Nocturnal Hemoglobinuria (PNH): A Systematic Review and Expert Opinion from Central Europe on Special Patient Populations,2023,16,0.0015402544732931803,Topic 16
Delta Neutrophil Index as a New Marker of Purulent Inflammation in Men With Non-odontogenic Abscesses of the Neck,2023,0,0.004355849972927157,Topic 0
Degeneracy and disordered brain networks in psychiatric patients using multivariate structural covariance analyzes,2023,36,6.303723011146355e-61,Topic 36
Recommendations for patient involvement in health technology assessment in Central and Eastern European countries,2023,33,0.004121456593865991,Topic 33
Evaluation of multidetector CT Hounsfield unit measurements as a predictor of efficacy and complications in percutaneous vertebroplasty for osteoporotic vertebral compression fractures,2023,40,1.13542660665391e-06,Topic 40
Case series: Cariprazine in early-onset schizophrenia,2023,36,4.462190806524989e-12,Topic 36
The effects of adverse childhood experiences on depression and suicidal behaviors are partially mediated by neuroticism: A subclinical manifestation of major depression,2023,-1,0.0,Outlier
Dietary Behavior and Compliance to Bulgarian National Nutrition Guidelines in Patients With Type 1 Diabetes With Longstanding Disease,2022,43,0.0007554891810937515,Topic 43
"Comparative Characterization of Procalcitonin (Sensitivity, Specificity, Predictability, and Cut-Off Reference Values) as a Marker of Inflammation in Odontogenic Abscesses of the Head and Neck in the Female Population",2023,0,0.004926935428727116,Topic 0
"Dysautonomia in COVID-19 Patients: A Narrative Review on Clinical Course, Diagnostic and Therapeutic Strategies",2022,2,0.0,Topic 2
Drug Utilisation Patterns of Alternatives to Ranitidine-Containing Medicines in Patients Treated with Ranitidine: A Network Analysis of Data from Six European National Databases,2023,54,0.0,Topic 54
"Results of a phase I/II open-label, safety and efficacy trial of coagulation factor IX (recombinant), albumin fusion protein in haemophilia B patients",2015,69,0.0005297507315494598,Topic 69
Selective Profiling of Saponins from Gypsophila trichotoma Wend. by HILIC Separation and HRMS Detection,2018,1,1.5225320947123967e-05,Topic 1
"The Role of Preoperative Neutrophil, Platelet, and Monocyte to Lymphocyte Ratios as Independent Prognostic Factors for Patient Survival in WHO 2021 Glioblastoma: A Single-Center Retrospective Study",2022,-1,0.0,Outlier
The impact of non-pharmacological interventions on adherence to medication and persistence in dyslipidaemia and hypertension: a systematic review,2024,-1,0.0,Outlier
Critical Angiographic and Sonographic Analysis of Intra Aneurysmal and Downstream Hemodynamic Changes After Flow Diversion,2022,8,0.0005539620372653221,Topic 8
"Addressing HIV stigma in healthcare, community, and legislative settings in Central and Eastern Europe",2023,-1,0.0,Outlier
"Diagnostic value of structural, functional and effective connectivity in bipolar disorder",2025,36,6.872817368591769e-26,Topic 36
Morphology of blood microbiota in healthy individuals assessed by light and electron microscopy,2023,-1,0.0,Outlier
"Results of the COVID-19 mental health international for the health professionals (COMET-HP) study: depression, suicidal tendencies and conspiracism",2023,61,0.0,Topic 61
"Effectiveness and Safety of iGlarLixi in People with Type 2 Diabetes in Adriatic Region Countries: ENSURE-ADR, a Real-World Study",2023,59,0.0,Topic 59
The impact of the comorbid seizure/epilepsy on the health related quality of life in people with multiple sclerosis: an international multicentric study,2023,65,0.0,Topic 65
Care of patients with inborn errors of immunity in thirty J Project countries between 2004 and 2021,2022,2,0.006413235323323078,Topic 2
Cognitive impairments predict the behavioral and psychological symptoms of dementia,2023,45,0.0,Topic 45
Real-World Effectiveness and Safety of Lixisenatide as Add-On to Oral Antidiabetic Drugs as Part of Routine Clinical Practice in Bulgaria: LIXODAR Study,2019,59,0.0,Topic 59
Clinical significance and role of coinfections with respiratory pathogens among individuals with confirmed severe acute respiratory syndrome coronavirus-2 infection,2022,2,0.0067309044701644866,Topic 2
Study of the relationship between aggression and chronic diseases (diabetes and hypertension),2016,-1,0.0,Outlier
Clinical evaluation of simultaneously applied monopolar radiofrequency and targeted pressure energy as a new method for noninvasive treatment of cellulite in postpubertal women,2018,-1,0.0,Outlier
Identification and characterization of metabolite quantitative trait loci in tomato leaves and comparison with those reported for fruits and seeds,2019,-1,0.0,Outlier
Clinical and Genotype Characteristics and Symptom Migration in Patients With Mixed Phenotype Transthyretin Amyloidosis from the Transthyretin Amyloidosis Outcomes Survey,2024,-1,0.0,Outlier
Sequential adaptive e-learning and hands-on simulator training for unilateral biportal endoscopy (UBE) of the lumbar spine - results from an EANS Young Neurosurgeons hands-on course,2024,-1,0.0,Outlier
Brooding and neuroticism are strongly interrelated manifestations of the phenome of depression,2023,-1,0.0,Outlier
Ileocolic neoplastic intussusception-Imaging role and surgical management: A case report,2023,5,0.00023382147831074897,Topic 5
"Role of Notch, SDF-1 and Mononuclear Cells Recruitment in Angiogenesis",2017,-1,0.0,Outlier
"Invasive pulmonary co-infection caused by Aspergillus sp. and Pneumocystis jirovecii, complicated by Cytomegalovirus reactivation in a patient following second allogeneic hematopoietic stem cell transplantation - Case report",2023,74,0.0,Topic 74
Fungal Empyema Thoracis Associated with Clavispora lusitaniae-First Report in a Domestic Cat,2025,10,0.0,Topic 10
Communally breeding Bechstein's bats have a stable social system that is independent from the postglacial history and location of the populations,2008,7,0.0011827457540876107,Topic 7
An Adapted GeneSwitch Toolkit for Comparable Cellular and Animal Models: A Proof of Concept in Modeling Charcot-Marie-Tooth Neuropathy,2023,31,0.0016150326858763977,Topic 31
Founder p.Arg 446*mutation in the PDHX gene explains over half of cases with congenital lactic acidosis in Roma children,2014,17,0.0,Topic 17
Supernumerary (B) Chromosomes in Populations of Picea abies (L.) H. Karst. from Western Rhodopes (Bulgaria),2014,7,0.0025381947047352126,Topic 7
BIODIVERSITY OF GROUND BEETLES (COLEOPTERA: CARABIDAE) IN GENETICALLY MODIFIED (BT) AND CONVENTIONAL (NON-BT) POTATO FIELDS IN BULGARIA,2009,-1,0.0,Outlier
"ICHTHYOFAUNA OF THE VIT RIVER (DANUBE BASIN): COMPOSITION, DISTRIBUTION AND CONSERVATION SIGNIFICANCE",2009,-1,0.0,Outlier
IMMUNOLOGICAL RESEARCH ON THE PROTECTIVE PROPERTIES OF A CONJUGATE OF TOTAL LARVAL ANTIGEN WITH HEMOCYANIN DERIVED FROM HELIX VULGARIS AGAINST INFECTION WITH TRICHINELLA SPIRALIS,2009,-1,0.0,Outlier
REGRESSION ANALYSIS OF THE INHERITANCE OF LEAF SIZE IN F1 AND F2 PROGENIES IN VARIOUS TOBACCO GENOTYPES,2010,29,0.0,Topic 29
"Decreasing and stabilising trends of antimicrobial consumption and resistance in Escherichia coli and Klebsiella pneumoniae in segmented regression analysis, European Union/European Economic Area, 2001 to 2018",2019,3,0.006118281010812898,Topic 3
"Ion Transporters, Channelopathies, and Glucose Disorders",2019,-1,0.0,Outlier
Searching for Solvents with an Increased Carbon Dioxide Solubility Using Multivariate Statistics,2020,-1,0.0,Outlier
"Haberlea rhodopensis Extract Tunes the Cellular Response to Stress by Modulating DNA Damage, Redox Components, and Gene Expression",2023,57,2.9327239808072013e-05,Topic 57
Effects of Electron Radiation on Serotonin Signaling and Reactivity of Rat Gastric Smooth Muscle,2023,26,0.00870652151442305,Topic 26
GENETIC DIVERSITY AND MOLECULAR TAXONOMY STUDY OF THREE GENERA FROM IRIDACEAE FAMILY IN THE BULGARIAN FLORA BASED ON ISSR MARKERS,2011,29,0.0029382787954694172,Topic 29
Cytotoxic Organometallic Iridium(III) Complexes,2025,37,2.109341112187275e-06,Topic 37
FERROPTOSIS AND ITS POTENTIAL ROLE IN CARDIOVASCULAR DISEASES,2019,-1,0.0,Outlier
The ICET-A Recommendations for the Diagnosis and Management of Disturbances of Glucose Homeostasis in Thalassemia Major Patients,2016,-1,0.0,Outlier
Specific Immunoglobulin E and G to Common Food Antigens and Increased Serum Zonulin in IBS Patients: A Single-Center Bulgarian Study,2022,-1,0.0,Outlier
2-Amino-N-Phenethylbenzamides for Irritable Bowel Syndrome Treatment,2024,-1,0.0,Outlier
"In Silico, In Vitro, and Ex Vivo Biological Activity of Some Novel Mebeverine Precursors",2023,-1,0.0,Outlier
Functional bowel disorders with diarrhoea: Clinical guidelines of the United European Gastroenterology and European Society for Neurogastroenterology and Motility,2022,-1,0.0,Outlier
KINESITHERAPEUTIC APPROACH IN PATIENTS WITH ISCHEMIC STROKE TREATED WITH VENOUS THROMBOLYSIS,2020,-1,0.0,Outlier
Neuroprotective Strategies for Ischemic Stroke-Future Perspectives,2023,26,2.885990343669096e-239,Topic 26
"Factor V Leiden, Factor II, Protein C, Protein S, and Antithrombin and Ischemic Strokes in Young Adults: A Meta-Analysis",2022,-1,0.0,Outlier
EFFECT OF DIFFERENT CARBON SOURCES ON BIOSYNTHESIS OF EXOPOLYSACCHARIDE FROM ANTARCTIC STRAIN CRYPTOCOCCUS LAURENTII AL62,2011,58,0.0,Topic 58
M. FLEXOR HALLUCIS LONGUS TENDON RE-CONSTRUCTION WITH M. PLANTARIS GRAFT-A CASE DESCRIPTION AND REHAB PROGRAM,2023,-1,0.0,Outlier
Isolated splenic cystic echinococcosis and albendazole hepatotoxicity,2022,-1,0.0,Outlier
Extraordinarily Rare Isolated Intraperitoneal Urinary Bladder Rupture in Blunt Abdominal Injury Without Pelvic Fracture: An Aide-M?moire,2022,5,0.00037347649649238407,Topic 5
DNA IDENTIFICATION OF BIOLOGICAL TRACES ON CIGARETTES: VICES REVEAL,2012,-1,0.0,Outlier
Stabilization of thylakoid membranes in isoprene-emitting plants reduces formation of reactive oxygen species,2012,23,0.001974516562261389,Topic 23
In Planta Recapitulation of Isoprene Synthase Evolution from Ocimene Synthases,2017,23,0.003497387789524119,Topic 23
ISOTRETINOIN INDUCED PSYCHOTIC SYMP- TOMS,2023,36,1.513229243943353e-31,Topic 36
Differential modulation of mutant CALR and JAK2 V617F-driven oncogenesis by HLA genotype in myeloproliferative neoplasms,2024,-1,0.0,Outlier
Association of cytokine gene polymorphisms with malignant melanoma in Caucasian population,2007,-1,0.0,Outlier
Natural Xylooligosaccharides Exert Antitumor Activity via Modulation of Cellular Antioxidant State and TLR4,2022,-1,0.0,Outlier
BK Channels in Tail Artery Vascular Smooth Muscle Cells of Normotensive (WKY) and Hypertensive (SHR) Rats Possess Similar Calcium Sensitivity But Different Responses to the Vasodilator Iloprost,2024,26,0.008926926941389041,Topic 26
NIH/3T3 Fibroblasts Selectively Activate T Cells Specific for Posttranslationally Modified Collagen Type II,2023,4,0.004803853344716294,Topic 4
Obesity in Bulgarian patients with chronic obstructive pulmonary disease,2013,62,0.0,Topic 62
ERS International Congress 2023: highlights from the Respiratory Clinical Care and Physiology Assembly,2024,62,0.0,Topic 62
THE USE OF IMTEC'S MDI MINI-IMPLANTS IN THE TREATMENT OF TOTALLY EDENTULOUS MANDIBLE,2009,0,0.0,Topic 0
Vertical Transmission of SARS-CoV-2 Infection and Miscarriage in the Second Trimester: Report of an Immunohistochemically Proven Case,2022,2,1.627709878891086e-05,Topic 2
Regional collaboration in public health training and research among countries of South Eastern Europe,2005,15,0.0,Topic 15
A cost-efficient algorithm for diagnosing children with dysmorphic features,2024,17,0.002214717056762094,Topic 17
Sertoli Cell Quiescence - New Insights,2012,12,6.710167696258054e-07,Topic 12
Assessment of hepatitis E seropositivity among HIV-infected patients in Bulgaria,2022,-1,0.0,Outlier
"Preneoplastic and neoplastic lesions in the lung, liver and urinary tract of mice exposed to environmental cigarette smoke and UV light since birth",2008,-1,0.0,Outlier
Development and function of the adult generation of Leydig cells in mice with sertoli cell-selective or total ablation of the androgen receptor,2005,12,0.000803827177111334,Topic 12
Primary ectopic breast cancer of the vulva: a case report with a short literature review,2024,68,0.0,Topic 68
Subjective assessment of traffic rules compliance in bulgaria: Role of personality and driving style,2024,-1,0.0,Outlier
TONGUE COATING IN PATIENTS WITH GASTROINTESTINAL AND LIVER DISEASES,2012,0,4.6919507548918946e-11,Topic 0
Distribution of ghrelin-positive mast cells in rat stomach,2017,16,0.0007906422937605523,Topic 16
Initiation of DNA replication at a nuclear matrix-attached chromatin fraction,2005,28,0.0,Topic 28
Clustering of Multiple Energy Balance-Related Behaviors in School Children and its Association with Overweight and Obesity-WHO European Childhood Obesity Surveillance Initiative (COSI 2015-2017),2019,21,0.0,Topic 21
Testosterone Therapy and Its Monitoring in Adolescent Boys with Hypogonadism: Results of an International Survey from the I-DSD Registry,2021,12,0.0014557851681946646,Topic 12
Short-Term Bone Healing Response to Mechanical Stimulation-A Case Series Conducted on Sheep,2021,19,0.0025464843469860023,Topic 19
METABOLIC FACE OF CHRONIC HEPATITIS B AND C IN BULGARIA,2011,-1,0.0,Outlier
New target cells of the immunomodulatory effects of progesterone,2010,12,0.004869099234031974,Topic 12
Experimental attempt to produce mRNA transfected dendritic cells derived from enriched CD34+blood progenitor cells,2008,-1,0.0,Outlier
Novel Polymer Blends for the Preparation of Membranes for Biohybrid Liver Systems,2009,9,0.003195682528675777,Topic 9
Embryogenesis in seedles grapes and hybrid combinations of (Vitis Vinifera L.) -: Somatic embryogenesis in liquid culture part I.,2007,-1,0.0,Outlier
STUDY OF ANTICORROSION EFFECT OF EPS FROM NOW STRAINS LACTOBACILLUS DELBRUECKII,2009,18,0.0027118264834097524,Topic 18
ENDODONTIC TREATMENT OF A SECOND MAXILLARY MOLAR WITH FIVE ROOT CANALS - A CASE REPORT,2009,0,0.0,Topic 0
GENETICKA VARIJABILNOST U BUGARSKOJ KOLEKCIJ I DINJE - TIPOVI CVETANJA I KVANTITATIVNE OSOBINE VOCA,2021,29,0.0,Topic 29
CORRELATION BETWEEN JAK2V617F MUTATIONAL BURDEN AND THE DEGREE OF ANGIOGENESIS IN THE BONE MARROW OF BCR-ABL NEGATIVE MYELOPROLIFERATIVE NEOPLASMS,2014,24,0.0033423651716731535,Topic 24
Examining the Safety Profile of Janus Kinase (JAK) Inhibitors in the Management of Immune-Mediated Diseases: A Comprehensive Review,2023,4,0.00649413803780359,Topic 4
Primary immunodeficiencies in Central and Eastern Europe-the power of networking Report on the activity of the Jeffrey Modell Foundation Centers Network in Central and Eastern Europe,2019,2,0.006892007039746783,Topic 2
Exploring the Therapeutic Potential of Jujube (Ziziphus jujuba Mill.) Extracts in Cosmetics: A Review of Bioactive Properties for Skin and Hair Wellness,2024,-1,0.0,Outlier
Junipers of Various Origins as Potential Sources of the Anticancer Drug Precursor Podophyllotoxin,2021,1,3.239948270273038e-07,Topic 1
Essential Oil Composition and Bioactivity of Two Juniper Species from Bulgaria and Slovakia,2021,1,9.438755974617058e-06,Topic 1
A blind spot on the global mental health map: a scoping review of 25 years' development of mental health care for people with severe mental illnesses in central and eastern Europe,2017,25,5.983279921854696e-162,Topic 25
The role of gut microbiota in juvenile idiopathic arthritis,2018,-1,0.0,Outlier
Prospective study of uveitis in children with juvenile idiopathic arthritis over a 3-year period,2023,4,0.005385807284348564,Topic 4
Juvenile Nasopharyngeal Angiofibroma: A Case Report of a Rare Adolescent Head and Neck Tumor,2023,49,9.13924169567138e-38,Topic 49
"LOW DOSE GENOTOXICITY OF 4-BROMO-N,N-DIETHYL-5,5-DIMETHYL-2,5-DIHYDRO-1,2-OXAPHOSPHOL-2-AMINE 2-OXIDE IN MICE BONE MARROW CELLS AND ALLIUM CEPA L. ROOT TIP CELLS",2009,-1,0.0,Outlier
Molecular genetics of Kaposi's sarcoma-associated herpesvirus (human herpesvirus 8) epidemiology and pathogenesis,2003,-1,0.0,Outlier
Karyological study of Melilotus alba Med. (Fabaceae) populations in Bulgaria,2002,7,0.002528507483724625,Topic 7
"Kawasaki disease - experience of Pediatric University Hospital, Sofia, Bulgaria, 1993-2014. Part II: cardiovascular manifestations and treatment",2017,-1,0.0,Outlier
"Kawasaki disease - experience of Pediatric University Hospital, Sofia, Bulgaria, 1993-2014. Part I: clinical manifestations",2017,-1,0.0,Outlier
Kawasaki disease with giant coronary aneurysms formation in a 3-month old infant: a case report and review of the literature,2024,-1,0.0,Outlier
Kawasaki disease and acute haemolytic anaemia after two IVIG infusions,2016,-1,0.0,Outlier
Role of KCNQ Channels in Skeletal Muscle Arteries and Periadventitial Vascular Dysfunction,2013,26,0.008950371389094356,Topic 26
AMNIOTIC MEMBRANE TRANSPLANTATION FOR KERATITIS,2015,27,0.0,Topic 27
"A clinical case of identical twins with hypogonadotropic hypogonadism, primary empty sella syndrome and identified rare CHD7 gene variant",2023,30,0.003994607645935179,Topic 30
Netherton syndrome-A therapeutic challenge in childhood,2024,4,6.873216406095085e-09,Topic 4
Improving the reporting quality of intervention trials addressing the inter-individual variability in response to the consumption of plant bioactives: quality index and recommendations,2019,-1,0.0,Outlier
Benefit and Risks of Aspirin in Addition to Ticagrelor in Acute Coronary Syndromes: A Post Hoc Analysis of the Randomized GLOBAL LEADERS Trial,2019,-1,0.0,Outlier
Findings From World Mental Health Surveys of the Perceived Helpfulness of Treatment for Patients With Major Depressive Disorder,2020,25,1.5941585203842365e-17,Topic 25
KI POLYOMAVIRUS SEQUENSES IN RESPIRATORY SPECIMENS FROM BULGARIAN CHILDREN,2012,2,0.007101190860490882,Topic 2
Nailfold capillaroscopic changes in Kindler syndrome,2015,4,0.0013322360621066762,Topic 4
Immunoinformatic Docking Approach for the Analysis of KIR3DL1/HLA-B Interaction,2013,-1,0.0,Outlier
Clinical case of acute myeloblastic leukemia with t(8;21)(q22;q22) in a patient with Klinefelter's syndrome,2010,24,0.0,Topic 24
Is group-based physical therapy superior to individual rehabilitation in elderly adults after total knee arthroplasty? A prospective observational study,2022,19,0.002990876064370183,Topic 19
MECHANISM OF INJURY- A SIGNIFICANT COMPONENT IN EVALUATION OF MAXILLOFACIAL TRAUMATIC PATIENTS STATUS,2014,-1,0.0,Outlier
Determination of Metals Content in Wine Samples by Inductively Coupled Plasma-Mass Spectrometry,2018,-1,0.0,Outlier
An unusual variant of the atlantomastoid muscle,2023,-1,0.0,Outlier
TRICHOSOMOIDES NASALIS (NEMATODA: TRICHINELLOIDEA) IN THE MURID HOST ARVICANTHIS NILOTICUS: MIGRATION TO THE EPITHELIUM OF THE NASAL MUCOSA AFTER INTRAMUSCULAR DEVELOPMENT,2012,-1,0.0,Outlier
"Tuber pulchrosporum sp. nov., a black truffle of the Aestivum clade (Tuberaceae, Pezizales) from the Balkan peninsula",2019,7,0.0016141285863387107,Topic 7
Key triggers of adaptive genetic variability of sessile oak [Q. petraea (Matt.) Liebl.] from the Balkan refugia: outlier detection and association of SNP loci from ddRAD-seq data,2023,-1,0.0,Outlier
Osteoarthritis Affects Mammalian Oogenesis: Effects of Collagenase-Induced Osteoarthritis on Oocyte Cytoskeleton in a Mouse Model,2021,4,0.004120304377752531,Topic 4
ECOLOGICAL-GENETIC MODEL IN GRASS PEA (Lathyrus sativus L.) BREEDING,2022,29,0.0,Topic 29
INSUFFICIENCY OF LEVOTHYROXINE THERAPY IN AUTOIMMUNE HYPOTHYROIDISM: EFFECT OF GLUCOCORTICOID ADMINISTRATION,2017,6,0.00295324687894471,Topic 6
"Isolation, crystallization and preliminary X-ray diffraction analysis of L-amino-acid oxidase from Vipera ammodytes ammodytes venom",2008,41,0.0029726757859725454,Topic 41
CORRECTING LABIAL THICK AND HIGH ATTACHED FRENUM (clinical observation),2012,0,5.616290365721985e-12,Topic 0
Multivariate statistical interpretation of laboratory clinical data,2007,-1,0.0,Outlier
The EC4 European Syllabus for Post-Graduate Training in Clinical Chemistry and Laboratory Medicine: version 4-2012,2012,-1,0.0,Outlier
Laboratory Assessment of Disease Activity in Pediatric Patients with Inflammatory Bowel Disease: What's New?,2020,-1,0.0,Outlier
Survey of laboratory-acquired infections around the world in biosafety level 3 and 4 laboratories,2016,3,0.005084397550266746,Topic 3
Lactic Acid Production from Distiller's Dried Grains Dilute Acid Hydrolysates,2024,-1,0.0,Outlier
Probiotic Potential of Lactic Acid Bacterial Strains Isolated from Human Oral Microbiome,2023,18,3.129102025139829e-08,Topic 18
MOLECULAR STUDY OF THE USEFUL AND THE CONTAMINANT MICROFLORA IN FERMENTED DAIRY PRODUCTS,2009,18,0.0,Topic 18
"Characterization of mesentericin ST99, a bacteriocin produced by Leuconostoc mesenteroides subsp dextranicum ST99 isolated from Boza",2004,18,1.637159522501557e-06,Topic 18
